index,actual,predicted,probability,cumul_pos,cost,revenue,profit
4596,1.0,1.0,1.0,557,2228,8355,6127
4599,1.0,1.0,1.0,558,2232,8370,6138
4607,1.0,1.0,1.0,559,2236,8385,6149
4612,1.0,1.0,1.0,560,2240,8400,6160
4613,1.0,1.0,1.0,561,2244,8415,6171
4623,1.0,1.0,1.0,562,2248,8430,6182
4632,1.0,1.0,1.0,563,2252,8445,6193
4639,1.0,1.0,1.0,564,2256,8460,6204
4653,1.0,1.0,1.0,565,2260,8475,6215
4657,1.0,1.0,1.0,566,2264,8490,6226
4663,1.0,1.0,1.0,567,2268,8505,6237
4674,1.0,1.0,1.0,568,2272,8520,6248
4680,1.0,1.0,1.0,569,2276,8535,6259
4683,1.0,1.0,1.0,570,2280,8550,6270
4685,1.0,1.0,1.0,571,2284,8565,6281
4701,1.0,1.0,1.0,572,2288,8580,6292
4705,1.0,1.0,1.0,573,2292,8595,6303
4707,1.0,1.0,1.0,574,2296,8610,6314
4722,1.0,1.0,1.0,575,2300,8625,6325
4724,1.0,1.0,1.0,576,2304,8640,6336
4730,1.0,1.0,1.0,577,2308,8655,6347
4742,1.0,1.0,1.0,578,2312,8670,6358
4749,1.0,1.0,1.0,579,2316,8685,6369
4771,1.0,1.0,1.0,580,2320,8700,6380
4777,1.0,1.0,1.0,581,2324,8715,6391
4782,1.0,1.0,1.0,582,2328,8730,6402
4792,1.0,1.0,1.0,583,2332,8745,6413
4796,1.0,1.0,1.0,584,2336,8760,6424
4806,1.0,1.0,1.0,585,2340,8775,6435
4807,1.0,1.0,1.0,586,2344,8790,6446
4814,1.0,1.0,1.0,587,2348,8805,6457
4859,1.0,1.0,1.0,588,2352,8820,6468
4870,1.0,1.0,1.0,589,2356,8835,6479
4873,1.0,1.0,1.0,590,2360,8850,6490
4885,1.0,1.0,1.0,591,2364,8865,6501
4887,1.0,1.0,1.0,592,2368,8880,6512
4892,1.0,1.0,1.0,593,2372,8895,6523
4897,1.0,1.0,1.0,594,2376,8910,6534
4899,1.0,1.0,1.0,595,2380,8925,6545
4901,1.0,1.0,1.0,596,2384,8940,6556
4945,1.0,1.0,1.0,597,2388,8955,6567
4946,1.0,1.0,1.0,598,2392,8970,6578
4974,1.0,1.0,1.0,599,2396,8985,6589
4979,1.0,1.0,1.0,600,2400,9000,6600
4983,1.0,1.0,1.0,601,2404,9015,6611
4990,1.0,1.0,1.0,602,2408,9030,6622
5000,1.0,1.0,1.0,603,2412,9045,6633
5002,1.0,1.0,1.0,604,2416,9060,6644
5015,1.0,1.0,1.0,605,2420,9075,6655
5019,1.0,1.0,1.0,606,2424,9090,6666
5025,1.0,1.0,1.0,607,2428,9105,6677
5049,1.0,1.0,1.0,608,2432,9120,6688
5060,1.0,1.0,1.0,609,2436,9135,6699
5063,1.0,1.0,1.0,610,2440,9150,6710
5078,1.0,1.0,1.0,611,2444,9165,6721
5081,1.0,1.0,1.0,612,2448,9180,6732
5086,1.0,1.0,1.0,613,2452,9195,6743
5093,1.0,1.0,1.0,614,2456,9210,6754
5106,1.0,1.0,1.0,615,2460,9225,6765
5122,1.0,1.0,1.0,616,2464,9240,6776
5124,1.0,1.0,1.0,617,2468,9255,6787
5139,1.0,1.0,1.0,618,2472,9270,6798
5172,1.0,1.0,1.0,619,2476,9285,6809
5176,1.0,1.0,1.0,620,2480,9300,6820
5180,1.0,1.0,1.0,621,2484,9315,6831
5185,1.0,1.0,1.0,622,2488,9330,6842
5189,1.0,1.0,1.0,623,2492,9345,6853
5213,1.0,1.0,1.0,624,2496,9360,6864
5218,1.0,1.0,1.0,625,2500,9375,6875
5220,1.0,1.0,1.0,626,2504,9390,6886
5226,1.0,1.0,1.0,627,2508,9405,6897
5250,1.0,1.0,1.0,628,2512,9420,6908
5257,1.0,1.0,1.0,629,2516,9435,6919
5261,1.0,1.0,1.0,630,2520,9450,6930
5264,1.0,1.0,1.0,631,2524,9465,6941
5273,1.0,1.0,1.0,632,2528,9480,6952
5282,1.0,1.0,1.0,633,2532,9495,6963
5287,1.0,1.0,1.0,634,2536,9510,6974
5289,1.0,1.0,1.0,635,2540,9525,6985
5301,1.0,1.0,1.0,636,2544,9540,6996
5302,1.0,1.0,1.0,637,2548,9555,7007
5304,1.0,1.0,1.0,638,2552,9570,7018
5316,1.0,1.0,1.0,639,2556,9585,7029
5325,1.0,1.0,1.0,640,2560,9600,7040
5339,1.0,1.0,1.0,641,2564,9615,7051
5347,1.0,1.0,1.0,642,2568,9630,7062
5361,1.0,1.0,1.0,643,2572,9645,7073
5383,1.0,1.0,1.0,644,2576,9660,7084
5403,1.0,1.0,1.0,645,2580,9675,7095
5404,1.0,1.0,1.0,646,2584,9690,7106
5410,1.0,1.0,1.0,647,2588,9705,7117
5415,1.0,1.0,1.0,648,2592,9720,7128
5438,1.0,1.0,1.0,649,2596,9735,7139
5456,1.0,1.0,1.0,650,2600,9750,7150
5468,1.0,1.0,1.0,651,2604,9765,7161
5470,1.0,1.0,1.0,652,2608,9780,7172
5475,1.0,1.0,1.0,653,2612,9795,7183
5478,1.0,1.0,1.0,654,2616,9810,7194
5479,1.0,1.0,1.0,655,2620,9825,7205
5484,1.0,1.0,1.0,656,2624,9840,7216
5490,1.0,1.0,1.0,657,2628,9855,7227
5500,1.0,1.0,1.0,658,2632,9870,7238
5525,1.0,1.0,1.0,659,2636,9885,7249
5526,1.0,1.0,1.0,660,2640,9900,7260
5542,1.0,1.0,1.0,661,2644,9915,7271
5547,1.0,1.0,1.0,662,2648,9930,7282
5570,1.0,1.0,1.0,663,2652,9945,7293
5573,1.0,1.0,1.0,664,2656,9960,7304
5585,1.0,1.0,1.0,665,2660,9975,7315
5594,1.0,1.0,1.0,666,2664,9990,7326
5601,1.0,1.0,1.0,667,2668,10005,7337
5605,1.0,1.0,1.0,668,2672,10020,7348
5616,1.0,1.0,1.0,669,2676,10035,7359
5622,1.0,1.0,1.0,670,2680,10050,7370
5642,1.0,1.0,1.0,671,2684,10065,7381
5643,1.0,1.0,1.0,672,2688,10080,7392
5649,1.0,1.0,1.0,673,2692,10095,7403
5664,1.0,1.0,1.0,674,2696,10110,7414
5683,1.0,1.0,1.0,675,2700,10125,7425
5692,1.0,1.0,1.0,676,2704,10140,7436
5693,1.0,1.0,1.0,677,2708,10155,7447
5702,1.0,1.0,1.0,678,2712,10170,7458
5713,1.0,1.0,1.0,679,2716,10185,7469
5715,1.0,1.0,1.0,680,2720,10200,7480
5716,1.0,1.0,1.0,681,2724,10215,7491
5725,1.0,1.0,1.0,682,2728,10230,7502
5726,1.0,1.0,1.0,683,2732,10245,7513
5727,1.0,1.0,1.0,684,2736,10260,7524
5735,1.0,1.0,1.0,685,2740,10275,7535
5744,1.0,1.0,1.0,686,2744,10290,7546
5752,1.0,1.0,1.0,687,2748,10305,7557
5758,1.0,1.0,1.0,688,2752,10320,7568
5759,1.0,1.0,1.0,689,2756,10335,7579
5765,1.0,1.0,1.0,690,2760,10350,7590
5766,1.0,1.0,1.0,691,2764,10365,7601
5768,1.0,1.0,1.0,692,2768,10380,7612
5771,1.0,1.0,1.0,693,2772,10395,7623
5780,1.0,1.0,1.0,694,2776,10410,7634
5799,1.0,1.0,1.0,695,2780,10425,7645
5802,1.0,1.0,1.0,696,2784,10440,7656
5816,1.0,1.0,1.0,697,2788,10455,7667
5830,1.0,1.0,1.0,698,2792,10470,7678
5837,1.0,1.0,1.0,699,2796,10485,7689
5840,1.0,1.0,1.0,700,2800,10500,7700
5848,1.0,1.0,1.0,701,2804,10515,7711
5852,1.0,1.0,1.0,702,2808,10530,7722
5854,1.0,1.0,1.0,703,2812,10545,7733
5857,1.0,1.0,1.0,704,2816,10560,7744
5865,1.0,1.0,1.0,705,2820,10575,7755
5871,1.0,1.0,1.0,706,2824,10590,7766
5874,1.0,1.0,1.0,707,2828,10605,7777
5877,1.0,1.0,1.0,708,2832,10620,7788
5883,1.0,1.0,1.0,709,2836,10635,7799
5884,1.0,1.0,1.0,710,2840,10650,7810
5885,1.0,1.0,1.0,711,2844,10665,7821
5889,1.0,1.0,1.0,712,2848,10680,7832
5905,1.0,1.0,1.0,713,2852,10695,7843
5908,1.0,1.0,1.0,714,2856,10710,7854
5913,1.0,1.0,1.0,715,2860,10725,7865
5923,1.0,1.0,1.0,716,2864,10740,7876
5927,1.0,1.0,1.0,717,2868,10755,7887
5928,1.0,1.0,1.0,718,2872,10770,7898
5931,1.0,1.0,1.0,719,2876,10785,7909
5943,1.0,1.0,1.0,720,2880,10800,7920
5945,1.0,1.0,1.0,721,2884,10815,7931
5951,1.0,1.0,1.0,722,2888,10830,7942
5953,1.0,1.0,1.0,723,2892,10845,7953
5967,1.0,1.0,1.0,724,2896,10860,7964
5969,1.0,1.0,1.0,725,2900,10875,7975
5981,1.0,1.0,1.0,726,2904,10890,7986
5984,1.0,1.0,1.0,727,2908,10905,7997
6005,1.0,1.0,1.0,728,2912,10920,8008
6008,1.0,1.0,1.0,729,2916,10935,8019
6012,1.0,1.0,1.0,730,2920,10950,8030
6036,1.0,1.0,1.0,731,2924,10965,8041
6038,1.0,1.0,1.0,732,2928,10980,8052
6040,1.0,1.0,1.0,733,2932,10995,8063
6047,1.0,1.0,1.0,734,2936,11010,8074
6060,1.0,1.0,1.0,735,2940,11025,8085
6074,1.0,1.0,1.0,736,2944,11040,8096
6076,1.0,1.0,1.0,737,2948,11055,8107
6079,1.0,1.0,1.0,738,2952,11070,8118
6082,1.0,1.0,1.0,739,2956,11085,8129
6084,1.0,1.0,1.0,740,2960,11100,8140
6089,1.0,1.0,1.0,741,2964,11115,8151
6094,1.0,1.0,1.0,742,2968,11130,8162
6103,1.0,1.0,1.0,743,2972,11145,8173
6104,1.0,1.0,1.0,744,2976,11160,8184
6105,1.0,1.0,1.0,745,2980,11175,8195
6106,1.0,1.0,1.0,746,2984,11190,8206
6111,1.0,1.0,1.0,747,2988,11205,8217
6112,1.0,1.0,1.0,748,2992,11220,8228
6117,1.0,1.0,1.0,749,2996,11235,8239
6125,1.0,1.0,1.0,750,3000,11250,8250
6128,1.0,1.0,1.0,751,3004,11265,8261
6135,1.0,1.0,1.0,752,3008,11280,8272
6152,1.0,1.0,1.0,753,3012,11295,8283
6154,1.0,1.0,1.0,754,3016,11310,8294
6159,1.0,1.0,1.0,755,3020,11325,8305
6170,1.0,1.0,1.0,756,3024,11340,8316
6179,1.0,1.0,1.0,757,3028,11355,8327
6189,1.0,1.0,1.0,758,3032,11370,8338
6194,1.0,1.0,1.0,759,3036,11385,8349
6196,1.0,1.0,1.0,760,3040,11400,8360
6197,1.0,1.0,1.0,761,3044,11415,8371
6203,1.0,1.0,1.0,762,3048,11430,8382
6205,1.0,1.0,1.0,763,3052,11445,8393
6219,1.0,1.0,1.0,764,3056,11460,8404
6226,1.0,1.0,1.0,765,3060,11475,8415
6245,1.0,1.0,1.0,766,3064,11490,8426
6269,1.0,1.0,1.0,767,3068,11505,8437
6290,1.0,1.0,1.0,768,3072,11520,8448
6305,1.0,1.0,1.0,769,3076,11535,8459
6329,1.0,1.0,1.0,770,3080,11550,8470
6330,1.0,1.0,1.0,771,3084,11565,8481
6334,1.0,1.0,1.0,772,3088,11580,8492
6343,1.0,1.0,1.0,773,3092,11595,8503
6349,1.0,1.0,1.0,774,3096,11610,8514
6354,1.0,1.0,1.0,775,3100,11625,8525
6391,1.0,1.0,1.0,776,3104,11640,8536
6406,1.0,1.0,1.0,777,3108,11655,8547
6409,1.0,1.0,1.0,778,3112,11670,8558
6422,1.0,1.0,1.0,779,3116,11685,8569
6434,1.0,1.0,1.0,780,3120,11700,8580
6454,1.0,1.0,1.0,781,3124,11715,8591
6462,1.0,1.0,1.0,782,3128,11730,8602
6466,1.0,1.0,1.0,783,3132,11745,8613
6487,1.0,1.0,1.0,784,3136,11760,8624
6519,1.0,1.0,1.0,785,3140,11775,8635
6528,1.0,1.0,1.0,786,3144,11790,8646
6539,1.0,1.0,1.0,787,3148,11805,8657
6548,1.0,1.0,1.0,788,3152,11820,8668
6563,1.0,1.0,1.0,789,3156,11835,8679
6566,1.0,1.0,1.0,790,3160,11850,8690
6577,1.0,1.0,1.0,791,3164,11865,8701
6581,1.0,1.0,1.0,792,3168,11880,8712
6590,1.0,1.0,1.0,793,3172,11895,8723
6591,1.0,1.0,1.0,794,3176,11910,8734
6611,1.0,1.0,1.0,795,3180,11925,8745
6619,1.0,1.0,1.0,796,3184,11940,8756
6620,1.0,1.0,1.0,797,3188,11955,8767
6626,1.0,1.0,1.0,798,3192,11970,8778
6628,1.0,1.0,1.0,799,3196,11985,8789
6629,1.0,1.0,1.0,800,3200,12000,8800
6634,1.0,1.0,1.0,801,3204,12015,8811
6649,1.0,1.0,1.0,802,3208,12030,8822
6654,1.0,1.0,1.0,803,3212,12045,8833
6695,1.0,1.0,1.0,804,3216,12060,8844
6701,1.0,1.0,1.0,805,3220,12075,8855
6705,1.0,1.0,1.0,806,3224,12090,8866
6711,1.0,1.0,1.0,807,3228,12105,8877
6716,1.0,1.0,1.0,808,3232,12120,8888
6720,1.0,1.0,1.0,809,3236,12135,8899
6722,1.0,1.0,1.0,810,3240,12150,8910
6724,1.0,1.0,1.0,811,3244,12165,8921
6727,1.0,1.0,1.0,812,3248,12180,8932
6742,1.0,1.0,1.0,813,3252,12195,8943
6748,1.0,1.0,1.0,814,3256,12210,8954
6756,1.0,1.0,1.0,815,3260,12225,8965
6757,1.0,1.0,1.0,816,3264,12240,8976
6759,1.0,1.0,1.0,817,3268,12255,8987
6773,1.0,1.0,1.0,818,3272,12270,8998
6781,1.0,1.0,1.0,819,3276,12285,9009
6786,1.0,1.0,1.0,820,3280,12300,9020
6790,1.0,1.0,1.0,821,3284,12315,9031
6794,1.0,1.0,1.0,822,3288,12330,9042
6805,1.0,1.0,1.0,823,3292,12345,9053
6810,1.0,1.0,1.0,824,3296,12360,9064
6813,1.0,1.0,1.0,825,3300,12375,9075
6832,1.0,1.0,1.0,826,3304,12390,9086
6840,1.0,1.0,1.0,827,3308,12405,9097
6844,1.0,1.0,1.0,828,3312,12420,9108
6853,1.0,1.0,1.0,829,3316,12435,9119
6856,1.0,1.0,1.0,830,3320,12450,9130
6860,1.0,1.0,1.0,831,3324,12465,9141
6869,1.0,1.0,1.0,832,3328,12480,9152
6871,1.0,1.0,1.0,833,3332,12495,9163
6885,1.0,1.0,1.0,834,3336,12510,9174
6887,1.0,1.0,1.0,835,3340,12525,9185
6903,1.0,1.0,1.0,836,3344,12540,9196
6908,1.0,1.0,1.0,837,3348,12555,9207
6945,1.0,1.0,1.0,838,3352,12570,9218
6957,1.0,1.0,1.0,839,3356,12585,9229
6968,1.0,1.0,1.0,840,3360,12600,9240
6976,1.0,1.0,1.0,841,3364,12615,9251
6979,1.0,1.0,1.0,842,3368,12630,9262
6985,1.0,1.0,1.0,843,3372,12645,9273
6986,1.0,1.0,1.0,844,3376,12660,9284
7000,1.0,1.0,1.0,845,3380,12675,9295
7001,1.0,1.0,1.0,846,3384,12690,9306
7019,1.0,1.0,1.0,847,3388,12705,9317
7020,1.0,1.0,1.0,848,3392,12720,9328
7022,1.0,1.0,1.0,849,3396,12735,9339
7041,1.0,1.0,1.0,850,3400,12750,9350
7047,1.0,1.0,1.0,851,3404,12765,9361
7081,1.0,1.0,1.0,852,3408,12780,9372
7087,1.0,1.0,1.0,853,3412,12795,9383
7099,1.0,1.0,1.0,854,3416,12810,9394
7102,1.0,1.0,1.0,855,3420,12825,9405
7103,1.0,1.0,1.0,856,3424,12840,9416
7105,1.0,1.0,1.0,857,3428,12855,9427
7110,1.0,1.0,1.0,858,3432,12870,9438
7115,1.0,1.0,1.0,859,3436,12885,9449
7122,1.0,1.0,1.0,860,3440,12900,9460
7124,1.0,1.0,1.0,861,3444,12915,9471
7127,1.0,1.0,1.0,862,3448,12930,9482
7136,1.0,1.0,1.0,863,3452,12945,9493
7142,1.0,1.0,1.0,864,3456,12960,9504
7143,1.0,1.0,1.0,865,3460,12975,9515
7144,1.0,1.0,1.0,866,3464,12990,9526
7149,1.0,1.0,1.0,867,3468,13005,9537
7153,1.0,1.0,1.0,868,3472,13020,9548
7163,1.0,1.0,1.0,869,3476,13035,9559
7172,1.0,1.0,1.0,870,3480,13050,9570
7188,1.0,1.0,1.0,871,3484,13065,9581
7189,1.0,1.0,1.0,872,3488,13080,9592
7194,1.0,1.0,1.0,873,3492,13095,9603
7197,1.0,1.0,1.0,874,3496,13110,9614
7203,1.0,1.0,1.0,875,3500,13125,9625
7212,1.0,1.0,1.0,876,3504,13140,9636
7231,1.0,1.0,1.0,877,3508,13155,9647
7233,1.0,1.0,1.0,878,3512,13170,9658
7245,1.0,1.0,1.0,879,3516,13185,9669
7258,1.0,1.0,1.0,880,3520,13200,9680
7270,1.0,1.0,1.0,881,3524,13215,9691
7275,1.0,1.0,1.0,882,3528,13230,9702
7283,1.0,1.0,1.0,883,3532,13245,9713
7290,1.0,1.0,1.0,884,3536,13260,9724
7299,1.0,1.0,1.0,885,3540,13275,9735
7304,1.0,1.0,1.0,886,3544,13290,9746
7306,1.0,1.0,1.0,887,3548,13305,9757
7310,1.0,1.0,1.0,888,3552,13320,9768
7313,1.0,1.0,1.0,889,3556,13335,9779
7317,1.0,1.0,1.0,890,3560,13350,9790
7319,1.0,1.0,1.0,891,3564,13365,9801
7321,1.0,1.0,1.0,892,3568,13380,9812
7347,1.0,1.0,1.0,893,3572,13395,9823
7354,1.0,1.0,1.0,894,3576,13410,9834
7356,1.0,1.0,1.0,895,3580,13425,9845
7366,1.0,1.0,1.0,896,3584,13440,9856
7384,1.0,1.0,1.0,897,3588,13455,9867
7385,1.0,1.0,1.0,898,3592,13470,9878
7386,1.0,1.0,1.0,899,3596,13485,9889
7398,1.0,1.0,1.0,900,3600,13500,9900
7406,1.0,1.0,1.0,901,3604,13515,9911
7416,1.0,1.0,1.0,902,3608,13530,9922
7425,1.0,1.0,1.0,903,3612,13545,9933
7431,1.0,1.0,1.0,904,3616,13560,9944
7432,1.0,1.0,1.0,905,3620,13575,9955
7435,1.0,1.0,1.0,906,3624,13590,9966
7440,1.0,1.0,1.0,907,3628,13605,9977
7446,1.0,1.0,1.0,908,3632,13620,9988
7451,1.0,1.0,1.0,909,3636,13635,9999
7458,1.0,1.0,1.0,910,3640,13650,10010
7460,1.0,1.0,1.0,911,3644,13665,10021
7472,1.0,1.0,1.0,912,3648,13680,10032
7484,1.0,1.0,1.0,913,3652,13695,10043
7485,1.0,1.0,1.0,914,3656,13710,10054
7487,1.0,1.0,1.0,915,3660,13725,10065
7490,1.0,1.0,1.0,916,3664,13740,10076
7493,1.0,1.0,1.0,917,3668,13755,10087
7502,1.0,1.0,1.0,918,3672,13770,10098
7514,1.0,1.0,1.0,919,3676,13785,10109
7523,1.0,1.0,1.0,920,3680,13800,10120
7524,1.0,1.0,1.0,921,3684,13815,10131
7531,1.0,1.0,1.0,922,3688,13830,10142
7539,1.0,1.0,1.0,923,3692,13845,10153
7544,1.0,1.0,1.0,924,3696,13860,10164
7550,1.0,1.0,1.0,925,3700,13875,10175
7551,1.0,1.0,1.0,926,3704,13890,10186
7573,1.0,1.0,1.0,927,3708,13905,10197
7581,1.0,1.0,1.0,928,3712,13920,10208
7583,1.0,1.0,1.0,929,3716,13935,10219
7595,1.0,1.0,1.0,930,3720,13950,10230
7596,1.0,1.0,1.0,931,3724,13965,10241
7598,1.0,1.0,1.0,932,3728,13980,10252
7602,1.0,1.0,1.0,933,3732,13995,10263
7623,1.0,1.0,1.0,934,3736,14010,10274
7629,1.0,1.0,1.0,935,3740,14025,10285
7638,1.0,1.0,1.0,936,3744,14040,10296
7641,1.0,1.0,1.0,937,3748,14055,10307
7642,1.0,1.0,1.0,938,3752,14070,10318
7649,1.0,1.0,1.0,939,3756,14085,10329
7652,1.0,1.0,1.0,940,3760,14100,10340
7681,1.0,1.0,1.0,941,3764,14115,10351
7686,1.0,1.0,1.0,942,3768,14130,10362
7687,1.0,1.0,1.0,943,3772,14145,10373
7692,1.0,1.0,1.0,944,3776,14160,10384
7698,1.0,1.0,1.0,945,3780,14175,10395
7709,1.0,1.0,1.0,946,3784,14190,10406
7717,1.0,1.0,1.0,947,3788,14205,10417
7726,1.0,1.0,1.0,948,3792,14220,10428
7732,1.0,1.0,1.0,949,3796,14235,10439
7733,1.0,1.0,1.0,950,3800,14250,10450
7740,1.0,1.0,1.0,951,3804,14265,10461
7742,1.0,1.0,1.0,952,3808,14280,10472
7750,1.0,1.0,1.0,953,3812,14295,10483
7757,1.0,1.0,1.0,954,3816,14310,10494
7780,1.0,1.0,1.0,955,3820,14325,10505
7803,1.0,1.0,1.0,956,3824,14340,10516
7805,1.0,1.0,1.0,957,3828,14355,10527
7809,1.0,1.0,1.0,958,3832,14370,10538
7811,1.0,1.0,1.0,959,3836,14385,10549
7816,1.0,1.0,1.0,960,3840,14400,10560
7821,1.0,1.0,1.0,961,3844,14415,10571
7828,1.0,1.0,1.0,962,3848,14430,10582
7829,1.0,1.0,1.0,963,3852,14445,10593
7831,1.0,1.0,1.0,964,3856,14460,10604
7838,1.0,1.0,1.0,965,3860,14475,10615
7839,1.0,1.0,1.0,966,3864,14490,10626
7844,1.0,1.0,1.0,967,3868,14505,10637
7846,1.0,1.0,1.0,968,3872,14520,10648
7853,1.0,1.0,1.0,969,3876,14535,10659
7859,1.0,1.0,1.0,970,3880,14550,10670
7865,1.0,1.0,1.0,971,3884,14565,10681
7870,1.0,1.0,1.0,972,3888,14580,10692
7885,1.0,1.0,1.0,973,3892,14595,10703
7896,1.0,1.0,1.0,974,3896,14610,10714
7899,1.0,1.0,1.0,975,3900,14625,10725
7900,1.0,1.0,1.0,976,3904,14640,10736
7915,1.0,1.0,1.0,977,3908,14655,10747
7927,1.0,1.0,1.0,978,3912,14670,10758
7929,1.0,1.0,1.0,979,3916,14685,10769
7932,1.0,1.0,1.0,980,3920,14700,10780
7937,1.0,1.0,1.0,981,3924,14715,10791
7946,1.0,1.0,1.0,982,3928,14730,10802
7952,1.0,1.0,1.0,983,3932,14745,10813
7975,1.0,1.0,1.0,984,3936,14760,10824
7989,1.0,1.0,1.0,985,3940,14775,10835
8002,1.0,1.0,1.0,986,3944,14790,10846
8010,1.0,1.0,1.0,987,3948,14805,10857
8014,1.0,1.0,1.0,988,3952,14820,10868
8019,1.0,1.0,1.0,989,3956,14835,10879
8045,1.0,1.0,1.0,990,3960,14850,10890
8049,1.0,1.0,1.0,991,3964,14865,10901
8054,1.0,1.0,1.0,992,3968,14880,10912
8055,1.0,1.0,1.0,993,3972,14895,10923
8063,1.0,1.0,1.0,994,3976,14910,10934
8068,1.0,1.0,1.0,995,3980,14925,10945
8073,1.0,1.0,1.0,996,3984,14940,10956
8083,1.0,1.0,1.0,997,3988,14955,10967
8089,1.0,1.0,1.0,998,3992,14970,10978
8109,1.0,1.0,1.0,999,3996,14985,10989
8111,1.0,1.0,1.0,1000,4000,15000,11000
8118,1.0,1.0,1.0,1001,4004,15015,11011
8119,1.0,1.0,1.0,1002,4008,15030,11022
8129,1.0,1.0,1.0,1003,4012,15045,11033
8158,1.0,1.0,1.0,1004,4016,15060,11044
8160,1.0,1.0,1.0,1005,4020,15075,11055
8171,1.0,1.0,1.0,1006,4024,15090,11066
8187,1.0,1.0,1.0,1007,4028,15105,11077
8203,1.0,1.0,1.0,1008,4032,15120,11088
8208,1.0,1.0,1.0,1009,4036,15135,11099
8216,1.0,1.0,1.0,1010,4040,15150,11110
8243,1.0,1.0,1.0,1011,4044,15165,11121
8245,1.0,1.0,1.0,1012,4048,15180,11132
8261,1.0,1.0,1.0,1013,4052,15195,11143
8265,1.0,1.0,1.0,1014,4056,15210,11154
8276,1.0,1.0,1.0,1015,4060,15225,11165
8277,1.0,1.0,1.0,1016,4064,15240,11176
8289,1.0,1.0,1.0,1017,4068,15255,11187
8305,1.0,1.0,1.0,1018,4072,15270,11198
8312,1.0,1.0,1.0,1019,4076,15285,11209
8321,1.0,1.0,1.0,1020,4080,15300,11220
8322,1.0,1.0,1.0,1021,4084,15315,11231
8356,1.0,1.0,1.0,1022,4088,15330,11242
8362,1.0,1.0,1.0,1023,4092,15345,11253
8406,1.0,1.0,1.0,1024,4096,15360,11264
8408,1.0,1.0,1.0,1025,4100,15375,11275
8419,1.0,1.0,1.0,1026,4104,15390,11286
8436,1.0,1.0,1.0,1027,4108,15405,11297
8442,1.0,1.0,1.0,1028,4112,15420,11308
8446,1.0,1.0,1.0,1029,4116,15435,11319
8457,1.0,1.0,1.0,1030,4120,15450,11330
8459,1.0,1.0,1.0,1031,4124,15465,11341
8461,1.0,1.0,1.0,1032,4128,15480,11352
8462,1.0,1.0,1.0,1033,4132,15495,11363
8489,1.0,1.0,1.0,1034,4136,15510,11374
8491,1.0,1.0,1.0,1035,4140,15525,11385
8499,1.0,1.0,1.0,1036,4144,15540,11396
8501,1.0,1.0,1.0,1037,4148,15555,11407
8515,1.0,1.0,1.0,1038,4152,15570,11418
8521,1.0,1.0,1.0,1039,4156,15585,11429
8525,1.0,1.0,1.0,1040,4160,15600,11440
8544,1.0,1.0,1.0,1041,4164,15615,11451
8546,1.0,1.0,1.0,1042,4168,15630,11462
8549,1.0,1.0,1.0,1043,4172,15645,11473
8553,1.0,1.0,1.0,1044,4176,15660,11484
8567,1.0,1.0,1.0,1045,4180,15675,11495
8569,1.0,1.0,1.0,1046,4184,15690,11506
8577,1.0,1.0,1.0,1047,4188,15705,11517
8584,1.0,1.0,1.0,1048,4192,15720,11528
8587,1.0,1.0,1.0,1049,4196,15735,11539
8615,1.0,1.0,1.0,1050,4200,15750,11550
8619,1.0,1.0,1.0,1051,4204,15765,11561
8620,1.0,1.0,1.0,1052,4208,15780,11572
8623,1.0,1.0,1.0,1053,4212,15795,11583
8627,1.0,1.0,1.0,1054,4216,15810,11594
8636,1.0,1.0,1.0,1055,4220,15825,11605
8638,1.0,1.0,1.0,1056,4224,15840,11616
8640,1.0,1.0,1.0,1057,4228,15855,11627
8657,1.0,1.0,1.0,1058,4232,15870,11638
8658,1.0,1.0,1.0,1059,4236,15885,11649
8661,1.0,1.0,1.0,1060,4240,15900,11660
8671,1.0,1.0,1.0,1061,4244,15915,11671
8673,1.0,1.0,1.0,1062,4248,15930,11682
8674,1.0,1.0,1.0,1063,4252,15945,11693
8675,1.0,1.0,1.0,1064,4256,15960,11704
8676,1.0,1.0,1.0,1065,4260,15975,11715
8679,1.0,1.0,1.0,1066,4264,15990,11726
8685,1.0,1.0,1.0,1067,4268,16005,11737
8692,1.0,1.0,1.0,1068,4272,16020,11748
8693,1.0,1.0,1.0,1069,4276,16035,11759
8697,1.0,1.0,1.0,1070,4280,16050,11770
8727,1.0,1.0,1.0,1071,4284,16065,11781
8748,1.0,1.0,1.0,1072,4288,16080,11792
8770,1.0,1.0,1.0,1073,4292,16095,11803
8774,1.0,1.0,1.0,1074,4296,16110,11814
8776,1.0,1.0,1.0,1075,4300,16125,11825
8778,1.0,1.0,1.0,1076,4304,16140,11836
8783,1.0,1.0,1.0,1077,4308,16155,11847
8793,1.0,1.0,1.0,1078,4312,16170,11858
8798,1.0,1.0,1.0,1079,4316,16185,11869
8811,1.0,1.0,1.0,1080,4320,16200,11880
8814,1.0,1.0,1.0,1081,4324,16215,11891
8818,1.0,1.0,1.0,1082,4328,16230,11902
8820,1.0,1.0,1.0,1083,4332,16245,11913
8824,1.0,1.0,1.0,1084,4336,16260,11924
8826,1.0,1.0,1.0,1085,4340,16275,11935
8833,1.0,1.0,1.0,1086,4344,16290,11946
8834,1.0,1.0,1.0,1087,4348,16305,11957
8845,1.0,1.0,1.0,1088,4352,16320,11968
8859,1.0,1.0,1.0,1089,4356,16335,11979
